"Species_name","Note","X","X.1","X.2","X.3","X.4","X.5","cleaned_name","tnrs_original_name","tnrs_matched_name","tnrs_accepted_name","tnrs_accepted_author","tnrs_family","tnrs_powo_uri","tnrs_taxonomic_status","tnrs_overall_score","tnrs_match_type"
"Crocus nudiflorus Sm."," in Sowerby"," Engl. Bot. 7: t. 491 (1798)","","","","","","Crocus nudiflorus Sm.","Crocus nudiflorus Sm.","Crocus nudiflorus","Crocus nudiflorus","Sm.","Iridaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:436634-1","Accepted",1,"accepted_or_direct"
"Crocus sativus L."," Sp. Pl.: 36 (1753)","","","","","","","Crocus sativus L.","Crocus sativus L.","Crocus sativus","Crocus sativus","L.","Iridaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:436688-1","Accepted",1,"accepted_or_direct"
"Crocus serotinus Salisb."," Parad. Lond."," pl. 30 (1806)","","","","","","Crocus serotinus Salisb.","Crocus serotinus Salisb.","Crocus serotinus","Crocus autumnalis","Mill.","Iridaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:436698-1","Synonym",1,"synonym_to_accepted"
"Crucianella angustifolia L."," Sp. Pl.: 108 (1753)","","","","","","","Crucianella angustifolia L.","Crucianella angustifolia L.","Crucianella angustifolia","Crucianella angustifolia","L.","Rubiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:747863-1","Accepted",1,"accepted_or_direct"
"Crucianella maritima L."," Sp. Pl.: 109 (1753)","","","","","","","Crucianella maritima L.","Crucianella maritima L.","Crucianella maritima","Crucianella maritima","L.","Rubiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:747908-1","Accepted",1,"accepted_or_direct"
"Cruciata glabra (L.) Ehrend."," Notes Roy. Bot. Gard. Edinburgh 22: 393 (1958)","","","","","","","Cruciata glabra (L.) Ehrend.","Cruciata glabra (L.) Ehrend.","Cruciata glabra","Cruciata glabra","(L.) Opiz","Rubiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60456820-2","Accepted",0.9189,"accepted_or_direct"
"Cruciata laevipes Opiz"," Seznam: 34 (1852)","","","","","","","Cruciata laevipes Opiz","Cruciata laevipes Opiz","Cruciata laevipes","Cruciata laevipes","Opiz","Rubiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:747959-1","Accepted",1,"accepted_or_direct"
"Crupina vulgaris Cass."," Dict. Sci. Nat."," ed. 2"," 12: 68 (1817)","","","","","Crupina vulgaris Cass.","Crupina vulgaris Cass.","Crupina vulgaris","Crupina vulgaris","Pers. ex Cass.","Asteraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:200616-1","Accepted",0.91096,"accepted_or_direct"
"Cryptogramma crispa (L.) R.Br."," in Hook."," Gen. Fil.: t. 115 B (1842)","","","","","","Cryptogramma crispa (L.) R.Br.","Cryptogramma crispa (L.) R.Br.","Cryptogramma crispa","Cryptogramma crispa","(L.) R.Br.","Pteridaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:17070940-1","Accepted",1,"accepted_or_direct"
"Cryptomeria japonica (L.f.) D.Don"," Ann. Nat. Hist. 5(3): 233 (1841)","","","","","","","Cryptomeria japonica (L.f.) D.Don","Cryptomeria japonica (L.f.) D.Don","Cryptomeria japonica","Cryptomeria japonica","(Thunb. ex L.f.) D.Don","Cupressaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:261870-1","Accepted",0.93778,"accepted_or_direct"
"Cucumis melo L."," Sp. Pl.: 1011 (1753)","","","","","","","Cucumis melo L.","Cucumis melo L.","Cucumis melo","Cucumis melo","L.","Cucurbitaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:292238-1","Accepted",1,"accepted_or_direct"
"Cucumis sativus L."," Sp. Pl.: 1012 (1753)","","","","","","","Cucumis sativus L.","Cucumis sativus L.","Cucumis sativus","Cucumis sativus","L.","Cucurbitaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:292296-1","Accepted",1,"accepted_or_direct"
"Cucurbita ficifolia Bouch," Verh. Vereins. Bef,"","","","","","","Cucurbita ficifolia Bouch�","Cucurbita ficifolia Bouch�","Cucurbita ficifolia","Cucurbita ficifolia","Bouché","Cucurbitaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:292369-1","Accepted",0.9369,"accepted_or_direct"
"Cucurbita maxima Duchesne"," in Lam."," Encycl. 2: 151 (1786)","","","","","","Cucurbita maxima Duchesne","Cucurbita maxima Duchesne","Cucurbita maxima","Cucurbita maxima","Duchesne","Cucurbitaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30006538-2","Accepted",1,"accepted_or_direct"
"Cucurbita pepo L."," Sp. Pl.: 1010 (1753)","","","","","","","Cucurbita pepo L.","Cucurbita pepo L.","Cucurbita pepo","Cucurbita pepo","L.","Cucurbitaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:292416-1","Accepted",1,"accepted_or_direct"
"Culcita macrocarpa C.Presl"," Tent. Pterid.: 135"," t. 5"," fig. 5 (1836)","","","","","Culcita macrocarpa C.Presl","Culcita macrocarpa C.Presl","Culcita macrocarpa","Culcita macrocarpa","C.Presl","Culcitaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:17312280-1","Accepted",1,"accepted_or_direct"
"," Forestry (Oxford) 11: 3 (1937)","","","","","","","�Cupressocyparis leylandii (A.B.Jacks. & Dallim.) Dallim.","�Cupressocyparis leylandii (A.B.Jacks. & Dallim.) Dallim.","[No match found]","","","","","",NA,"unresolved_no_match"
"Cupressus sempervirens L."," Sp. Pl.: 1002 (1753)","","","","","","","Cupressus sempervirens L.","Cupressus sempervirens L.","Cupressus sempervirens","Cupressus sempervirens","L.","Cupressaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:261974-1","Accepted",1,"accepted_or_direct"
"Cuscuta epithymum (L.) L."," Syst. Veg."," ed. 13: 140 (1774) subsp. epithymum","","","","","","Cuscuta epithymum (L.) L.","Cuscuta epithymum (L.) L.","Cuscuta epithymum","Cuscuta epithymum","(L.) L.","Convolvulaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:267419-1","Accepted",1,"accepted_or_direct"
"Cuscuta epithymum (L.) L. subsp. kotschyi (Des Moul.) Arcang."," Comp. Fl. Ital.: 480 (1882)","","","","","","","Cuscuta epithymum (L.) L. subsp. kotschyi (Des Moul.) Arcang.","Cuscuta epithymum (L.) L. subsp. kotschyi (Des Moul.) Arcang.","Cuscuta epithymum subsp. kotschyi","Cuscuta epithymum subsp. kotschyi","(Des Moul.) Arcang.","Convolvulaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77189806-1","Accepted",1,"accepted_or_direct"
"Cuscuta europaea L."," Sp. Pl.: 124 (1753)","","","","","","","Cuscuta europaea L.","Cuscuta europaea L.","Cuscuta europaea","Cuscuta europaea","L.","Convolvulaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:267425-1","Accepted",1,"accepted_or_direct"
"Cuscuta planiflora Ten."," Fl. Napol. 3: 250 (1824-1829)","","","","","","","Cuscuta planiflora Ten.","Cuscuta planiflora Ten.","Cuscuta planiflora","Cuscuta planiflora","Ten.","Convolvulaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:267605-1","Accepted",1,"accepted_or_direct"
"Cutandia maritima (L.) Benth."," J. Linn. Soc. Bot. 19: 118 (1881)","","","","","","","Cutandia maritima (L.) Benth.","Cutandia maritima (L.) Benth.","Cutandia maritima","Cutandia maritima","(L.) Barbey","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77105937-1","Accepted",0.93486,"accepted_or_direct"
"Cyanus montanus (L.) Hill"," Hort. Kew.: 64 (1768)","","","","","","","Cyanus montanus (L.) Hill","Cyanus montanus (L.) Hill","Cyanus montanus","Centaurea montana","L.","Asteraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:200789-1","Synonym",1,"synonym_to_accepted"
"Cyanus segetum Hill"," Herb. Brit. 1: 82 (1769)","","","","","","","Cyanus segetum Hill","Cyanus segetum Hill","Cyanus segetum","Centaurea cyanus","L.","Asteraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:200816-1","Synonym",1,"synonym_to_accepted"
"Cyanus triumfettii (All.) ," in Slav," Kv?tena ?esk,"","","","","","Cyanus triumfettii (All.) �.L�ve & D.L�ve subsp. axillaris (elak.) �tp�nek","Cyanus triumfettii (All.) �.L�ve & D.L�ve subsp. axillaris (elak.) �tp�nek","Cyanus triumfettii","Centaurea triumfettii","All.","Asteraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:200823-1","Synonym",0.76566,"unresolved_low_score"
"Cyathea cooperi (F.Muell.) Domin."," Pteridophyta: 262 (1929)","","","","","","","Cyathea cooperi (F.Muell.) Domin.","Cyathea cooperi (F.Muell.) Domin.","Cyathea cooperi","Sphaeropteris cooperi","(Hook. ex F.Muell.) R.M.Tryon","Cyatheaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:17312590-1","Synonym",0.94022,"synonym_to_accepted"
"Cycas revoluta Thunb."," Verh. Holl. Maatsch. Weetensch. Haarlem. 20(2): 424"," 426-427 (1782)","","","","","","Cycas revoluta Thunb.","Cycas revoluta Thunb.","Cycas revoluta","Cycas revoluta","Thunb.","Cycadaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:328823-2","Accepted",1,"accepted_or_direct"
"Cydonia oblonga Mill."," Gard. Dict."," ed. 8: n.,"","","","","","Cydonia oblonga Mill.","Cydonia oblonga Mill.","Cydonia oblonga","Cydonia oblonga","Mill.","Rosaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:724549-1","Accepted",1,"accepted_or_direct"
"Cymbalaria muralis G.Gaertn."," B.Mey. & Scherb."," ,"","","","","","Cymbalaria muralis G.Gaertn.","Cymbalaria muralis G.Gaertn.","Cymbalaria muralis","Cymbalaria muralis","G.Gaertn., B.Mey. & Scherb.","Plantaginaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:325773-2","Accepted",0.9062,"accepted_or_direct"
"Cynara cardunculus L."," Sp. Pl.: 827 (1753)","","","","","","","Cynara cardunculus L.","Cynara cardunculus L.","Cynara cardunculus","Cynara cardunculus","L.","Asteraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:200876-1","Accepted",1,"accepted_or_direct"
"Cynara scolymus L."," Sp. Pl.: 827 (1753)","","","","","","","Cynara scolymus L.","Cynara scolymus L.","Cynara scolymus","Cynara cardunculus subsp. cardunculus","","Asteraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:200902-1","Synonym",1,"synonym_to_accepted"
"Cynodon dactylon (L.) Pers."," Syn. Pl. 1: 85 (1805)","","","","","","","Cynodon dactylon (L.) Pers.","Cynodon dactylon (L.) Pers.","Cynodon dactylon","Cynodon dactylon","(L.) Pers.","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:397065-1","Accepted",1,"accepted_or_direct"
"Cynoglossum creticum Mill."," Gard. Dict."," ed. 8: n.,"","","","","","Cynoglossum creticum Mill.","Cynoglossum creticum Mill.","Cynoglossum creticum","Cynoglossum creticum","Mill.","Boraginaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:115089-1","Accepted",1,"accepted_or_direct"
"Cynoglossum officinale L."," Sp. Pl.: 134 (1753)","","","","","","","Cynoglossum officinale L.","Cynoglossum officinale L.","Cynoglossum officinale","Cynoglossum officinale","L.","Boraginaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:115233-1","Accepted",1,"accepted_or_direct"
"Cynosurus cristatus L."," Sp. Pl.: 72 (1753) ","","","","","","","Cynosurus cristatus L.","Cynosurus cristatus L.","Cynosurus cristatus","Cynosurus cristatus","L.","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:397168-1","Accepted",1,"accepted_or_direct"
"Cynosurus echinatus L."," Sp. Pl.: 72 (1753)","","","","","","","Cynosurus echinatus L.","Cynosurus echinatus L.","Cynosurus echinatus","Cynosurus echinatus","L.","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:329499-2","Accepted",1,"accepted_or_direct"
"Cynosurus elegans Desf. subsp. obliquatus (Link) Batt. & Trab."," in Batt. & Trab."," Fl. Alg,"","","","","","Cynosurus elegans Desf. subsp. obliquatus (Link) Batt. & Trab.","Cynosurus elegans Desf. subsp. obliquatus (Link) Batt. & Trab.","Cynosurus elegans subsp. obliquatus","Cynosurus effusus","Link","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77259304-1","Synonym",0.9501,"synonym_to_accepted"
"Cyperus alternifolius L."," Mant. Pl.: 28 (1767)","","","","","","","Cyperus alternifolius L.","Cyperus alternifolius L.","Cyperus alternifolius","Cyperus alternifolius","L.","Cyperaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:303729-1","Accepted",1,"accepted_or_direct"
"Cyperus eragrosis Lam."," Tabl. Encycl. 1: 146 (1791)","","","","","","","Cyperus eragrosis Lam.","Cyperus eragrosis Lam.","Cyperus eragrostis","Cyperus eragrostis","Lam.","Cyperaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:304426-1","Accepted",0.98742808245593,"accepted_or_direct"
"Cyperus esculentus L."," Sp. Pl.: 45 (1753)","","","","","","","Cyperus esculentus L.","Cyperus esculentus L.","Cyperus esculentus","Cyperus esculentus","L.","Cyperaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:300668-2","Accepted",1,"accepted_or_direct"
"Cyperus fuscus L."," Sp. Pl.: 46 (1753)","","","","","","","Cyperus fuscus L.","Cyperus fuscus L.","Cyperus fuscus","Cyperus fuscus","L.","Cyperaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:330929-2","Accepted",1,"accepted_or_direct"
"Cyperus longus L. subsp. badius (Desf.) Murb."," Contr. Fl. Nord-Ouest Afrique 3: 27 (1899)","","","","","","","Cyperus longus L. subsp. badius (Desf.) Murb.","Cyperus longus L. subsp. badius (Desf.) Murb.","Cyperus longus subsp. badius","Cyperus longus subsp. badius","(Desf.) Bonnier & Layens","Cyperaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77189636-1","Accepted",0.88072,"accepted_or_direct"
"Cyperus rotundus L."," Sp. Pl.: 55 (1753)","","","","","","","Cyperus rotundus L.","Cyperus rotundus L.","Cyperus rotundus","Cyperus rotundus","L.","Cyperaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:305797-1","Accepted",1,"accepted_or_direct"
"Cyphomandra betacea (Cav.) Sendtn."," Flora 28(11): 172," pl. 4"," f. 1,"","","","","Cyphomandra betacea (Cav.) Sendtn.","Cyphomandra betacea (Cav.) Sendtn.","Cyphomandra betacea","Solanum betaceum","Cav.","Solanaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:815439-1","Synonym",1,"synonym_to_accepted"
"Cyphomandra crassifolia (Ortega) Kuntze"," Revis. Gen. Pl. 3(2): 220 (1898) ","","","","","","","Cyphomandra crassifolia (Ortega) Kuntze","Cyphomandra crassifolia (Ortega) Kuntze","Cyphomandra crassifolia","Solanum betaceum","Cav.","Solanaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:75263-2","Synonym",0.9185,"synonym_to_accepted"
"Cyrtomium falcatum (L.f.) C.Presl"," Tent. Pterid.: 86 (1836)","","","","","","","Cyrtomium falcatum (L.f.) C.Presl","Cyrtomium falcatum (L.f.) C.Presl","Cyrtomium falcatum","Cyrtomium falcatum","(L.f.) C.Presl","Dryopteridaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:17268360-1","Accepted",1,"accepted_or_direct"
"Cystopteris alpina (Lam.) Desv."," M,"","","","","","","Cystopteris alpina (Lam.) Desv.","Cystopteris alpina (Lam.) Desv.","Cystopteris alpina","Cystopteris alpina","(Lam.) Desv.","Aspleniaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:17076270-1","Accepted",1,"accepted_or_direct"
"Cystopteris diaphana (Bory) Blasdell"," Mem. Torrey Bot. Club 21: 47 (1963)","","","","","","","Cystopteris diaphana (Bory) Blasdell","Cystopteris diaphana (Bory) Blasdell","Cystopteris diaphana","Cystopteris fragilis subsp. diaphana","(Bory) Litard.","Cystopteridaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:75667-2","Synonym",1,"synonym_to_accepted"
"Cystopteris dickieana R.Sim"," Gard. Farmer,"","","","","","","Cystopteris dickieana R.Sim","Cystopteris dickieana R.Sim","Cystopteris dickieana","Cystopteris fragilis subsp. dickieana","(R.Sim) Hook.f.","Cystopteridaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:17387150-1","Synonym",1,"synonym_to_accepted"
"Cystopteris fragilis (L.) Bernh."," Neues J. Bot. 1(2): 27 (1805) subsp. fragilis","","","","","","","Cystopteris fragilis (L.) Bernh.","Cystopteris fragilis (L.) Bernh.","Cystopteris fragilis","Cystopteris fragilis","(L.) Bernh.","Cystopteridaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30013429-2","Accepted",1,"accepted_or_direct"
"Cystopteris fragilis (L.) Bernh. subsp. pseudoregia Rivas Mart."," T.E.D," Fern.Prieto"," Loidi & Penas"," Veg. Alta Mont. Cant,"","","","Cystopteris fragilis (L.) Bernh. subsp. pseudoregia Rivas Mart.","Cystopteris fragilis (L.) Bernh. subsp. pseudoregia Rivas Mart.","Cystopteris fragilis subsp. pseudoregia","Cystopteris fragilis subsp. pseudoregia","Rivas Mart., T.E.Díaz, Fern.Prieto, Loidi & Penas","Cystopteridaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:17545160-1","Accepted",0.872,"accepted_or_direct"
"Cytinus hypocistis (L.) L."," Syst. Nat."," ed. 12"," 2: 602 (1767)","","","","","Cytinus hypocistis (L.) L.","Cytinus hypocistis (L.) L.","Cytinus hypocistis","Cytinus hypocistis","(L.) L.","Cytinaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:316032-1","Accepted",1,"accepted_or_direct"
"Cytisus cantabricus (Willk.) Rchb.f. & Beck"," in Rchb."," Icon. Fl. Germ. Helv. 22: 15 (1867)","","","","","","Cytisus cantabricus (Willk.) Rchb.f. & Beck","Cytisus cantabricus (Willk.) Rchb.f. & Beck","Cytisus cantabricus","Cytisus cantabricus","(Willk.) Rchb.f. & Beck","Fabaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:489674-1","Accepted",1,"accepted_or_direct"
"Cytisus commutatus (Willk.) Briq."," ,"","","","","","","Cytisus commutatus (Willk.) Briq.","Cytisus commutatus (Willk.) Briq.","Cytisus commutatus","Cytisus commutatus","(Willk.) Briq.","Fabaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77221736-1","Accepted",1,"accepted_or_direct"
"Cytisus commutatus (Willk.) Briq. subsp. merinoi La," Bol. Soc. Brot ser 2"," 32: 68 (1958)","","","","","","Cytisus commutatus (Willk.) Briq. subsp. merinoi La�nz & M.La�nz","Cytisus commutatus (Willk.) Briq. subsp. merinoi La�nz & M.La�nz","Cytisus commutatus subsp. merinoi","Cytisus commutatus","(Willk.) Briq.","Fabaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3278812-4","Synonym",0.9464,"synonym_to_accepted"
"Cytisus multiflorus (L'H," Hort. Brit.: 112 (1826)","","","","","","","Cytisus multiflorus (L'H�r.) Sweet","Cytisus multiflorus (L'H�r.) Sweet","Cytisus multiflorus","Cytisus multiflorus","(L'Hér.) Sweet","Fabaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:489845-1","Accepted",0.94846,"accepted_or_direct"
"Cytisus oromediterraneus Rivas Mart."," T.E.D," Fern.Prieto"," Loidi & Penas"," Veg. Alta Mont. Cant,"","","","Cytisus oromediterraneus Rivas Mart.","Cytisus oromediterraneus Rivas Mart.","Cytisus oromediterraneus","Cytisus oromediterraneus","Rivas Mart. & al.","Fabaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:961612-1","Accepted",0.96084,"accepted_or_direct"
"Cytisus ," Kew Bull. app. 1: 24 (1892)","","","","","","","Cytisus �praecox Bean","Cytisus �praecox Bean","Cytisus","Cytisus","Desf.","Fabaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60455196-2","Accepted",0.9,"accepted_or_direct"
"Cytisus scoparius (L.) Link"," Enum. Hort. Berol. Alt. 2: 241 (1822)","","","","","","","Cytisus scoparius (L.) Link","Cytisus scoparius (L.) Link","Cytisus scoparius","Cytisus scoparius","(L.) Link","Fabaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:489963-1","Accepted",1,"accepted_or_direct"
"Cytisus striatus (Hill) Rothm."," Feddes Repert. 53: 149 (1944) subsp. striatus ","","","","","","","Cytisus striatus (Hill) Rothm.","Cytisus striatus (Hill) Rothm.","Cytisus striatus","Cytisus striatus","(Hill) Rothm.","Fabaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:489986-1","Accepted",1,"accepted_or_direct"
